id,story,query,target,parse,gender,f_comb,ans
3000,"[Vernon] love's taking his son [Drew] to the park. Sometimes [Vernon] also brings his other daughter [Constance] as well. [Karen] was so proud of her granddaughter, [Constance], graduating at the top of her class. [Constance] does n't like her brother [Drew].","('Karen', 'Drew')",grandson,"son(""Vernon"", ""Drew""). daughter(""Vernon"", ""Constance""). granddaughter(""Karen"", ""Constance""). brother(""Constance"", ""Drew"").",,granddaughter-brother,['grandson']
3001,"[Henry] and his brother [Edward] got into a fight over who was the better basketball player. [Eric] was angry with his brother [Henry] for forgetting to pick him up from school. [Henry] and his sister [Shirley] walked to school together every day, since they only lived two blocks away from the school. [Eric] and his brother [Edward] both played soccer. [Eric] was faster, but [Edward] had a better shot, so they complemented each other well.","('Eric', 'Shirley')",sister,"brother(""Henry"", ""Edward""). brother(""Edward"", ""Henry""). brother(""Eric"", ""Henry""). brother(""Henry"", ""Eric""). sister(""Henry"", ""Shirley""). brother(""Shirley"", ""Henry""). brother(""Eric"", ""Edward""). brother(""Edward"", ""Eric"")",,brother-sister,
3002,"[Robin] was so excited to learn that her son [Michael] got accepted into college. [Michael] was angry with his brother [Allen] for forgetting to pick him up from school. [Allen]'s brother [Arthur] came over to help him renovate the kitchen. [Robin], [Allen]'s mother, brought over a home-made lunch.","('Robin', 'Arthur')",son,"son(""Robin"", ""Michael""). mother(""Michael"", ""Robin""). brother(""Michael"", ""Allen""). brother(""Allen"", ""Michael""). brother(""Allen"", ""Arthur""). brother(""Arthur"", ""Allen""). mother(""Allen"", ""Robin""), son(""Robin"", ""Allen"").",,son-brother,['son']
3003,"[Theresa] took her daughter [Amanda] to school during the cold winter morning. [Michelle] saw her sister [Amanda] at the grocery store and then went to visit her brother [Darnell] later that evening. [Darnell] and his sister [Amanda] walked to school together every day, since they only lived two blocks away from the school.","('Darnell', 'Theresa')",mother,"daughter(""Theresa"", ""Amanda""). mother(""Amanda"", ""Theresa""). sister(""Michelle"", ""Amanda""). sister(""Amanda"", ""Michelle""). brother(""Michelle"", ""Darnell""). brother(""Darnell"", ""Michelle""). sister(""Darnell"", ""Amanda""). brother(""Amanda"", ""Darnell"").",,sister-mother,['mother']
3004,"[Theresa], [Henry]'s wife, was busy playing golf. [Amanda], her daughter, wanted lessons on how to play, but [Theresa] was too busy playing. [Verdie] picked her sister, [Amanda], up from the mall. [Amanda] called her dad, [Henry], when she got home to let him know where she was.","('Henry', 'Verdie')",daughter,"wife(""Henry"", ""Theresa""). husband(""Theresa"", ""Henry""). daughter(""Theresa"", ""Amanda""). mother(""Amanda"", ""Theresa""). sister(""Verdie"", ""Amanda""). sister(""Amanda"", ""Verdie""). father(""Amanda"", ""Henry""). daughter(""Henry"", ""Amanda"").",,daughter-sister,['daughter']
3005,"[Henry] and his daughter [Michelle] went to the movies. [Verdie], [Michelle]'s sister, had to stay home as she was sick. [Henry] was busy planning a camping trip with his daughter [Verdie]. [Darnell] is going to the arcade with his sister, [Verdie].","('Darnell', 'Henry')",father,"daughter(""Henry"", ""Michelle""). father(""Michelle"", ""Henry""). sister(""Michelle"", ""Verdie""). daughter(""Henry"", ""Verdie""). father(""Verdie"", ""Henry""). sister(""Darnell"", ""Verdie""). brother(""Verdie"", ""Darnell"").",,sister-father,['father']
3006,"[Carl] was trying to get the attention of his father [Eric]. [Eric] was busy paying attention to his other son [Arthur], unfortunately. [Michael] and his father [Eric] played video games all day last Saturday. [Michael] took his brother [Arthur] to get lunch at a local diner.","('Arthur', 'Carl')",brother,"son(""Eric"", ""Carl""). father(""Carl"", ""Eric""). son(""Eric"", ""Arthur""). father(""Arthur"", ""Eric""). son(""Eric"", ""Michael""). father(""Michael"", ""Eric""). brother(""Michael"", ""Arthur""). brother(""Arthur"", ""Michael"").",,father-son,['brother']
3007,"[Amanda] asked her grandmother, [Karen], if she wanted anything brought in to eat. [Amanda]'s brother, [Darnell], was making a trip to the sandwich shop. [Karen] took her grandson, [Darnell], and her husband, [Kyle], furniture shopping with her.","('Kyle', 'Darnell')",grandson,"grandmother(""Amanda"", ""Karen""). granddaughter(""Karen"", ""Amanda""). brother(""Amanda"", ""Darnell""). grandson(""Karen"", ""Darnell""). husband(""Karen"", ""Kyle""). wife(""Kyle"", ""Karen"").",,wife-grandson,['grandson']
3008,"[Shirley] took her son, [Andrew], to go get baked goods from the local bakery. [Edward] and his nephew [Andrew] went hunting together last weekend. [Shirley] called her brother, [Edward], up to see how he was doing after surgery. [Jeffery] went to the park with his father, [Edward].","('Shirley', 'Jeffery')",nephew,"son(""Shirley"", ""Andrew""). mother(""Andrew"", ""Shirley""). nephew(""Edward"", ""Andrew""). uncle(""Andrew"", ""Edward""). brother(""Shirley"", ""Edward""). sister(""Edward"", ""Shirley""). son(""Edward"", ""Jeffery""). father(""Jeffery"", ""Edward"").",,brother-son,['nephew']
3009,"[Eric] is the proud father of the lovely [Allen] [Allen] is the great brother of [Arthur]. [Eric] called his son [Arthur] to tell him he saw [Lisa], [Arthur]'s wife, at the market today.","('Lisa', 'Eric')",father-in-law,"father(""Allen"", ""Eric""). son(""Eric"", ""Allen""). brother(""Allen"", ""Arthur""). son(""Eric"", ""Arthur""). father(""Arthur"", ""Eric""). wife(""Arthur"", ""Lisa""). husband(""Lisa"", ""Arthur"").",,husband-father,['father-in-law']
3010,"[Casey] made a romantic dinner for his wife [Stacy]. [Stacy] met her dad, [Vernon], for the first time when he returned from deployment. [Andrew] went to visit his father [Vernon] who was in the hospital. [Andrew] had to call his sister [Stacy] to tell her [Vernon] was n't doing well.","('Casey', 'Vernon')",father-in-law,"wife(""Casey"", ""Stacy""), husband(""Stacy"", ""Casey""), father(""Stacy"", ""Vernon""), son(""Vernon"", ""Andrew""), sister(""Andrew"", ""Stacy"").",,wife-father,['father-in-law']
3011,[Vernon] and his sister [Kristen] went to the movies to watch the newest superhero flick. The hostess called out [Vernon]'s name and [Stacy] told her father their table was ready. [Vernon] took his daughter [Constance] to school. [Constance]'s brother [Stacy] hates school.,"('Stacy', 'Kristen')",aunt,"sister(""Vernon"", ""Kristen""). brother(""Kristen"", ""Vernon""). daughter(""Vernon"", ""Stacy""). father(""Stacy"", ""Vernon""). daughter(""Vernon"", ""Constance""). father(""Constance"", ""Vernon""). brother(""Constance"", ""Stacy""). sister(""Stacy"", ""Constance"").",,father-sister,['aunt']
3012,"[Michael] and his brother [Carl] played at jacks. [Kyle] hired his daughter to work in the shop with him. His daughter brings her son [Michael] with her to visit occasionally. [Carl] was so excited to take his grandfather, [Kyle], to his school. [Karen] apologized to her father in law Rod for the accident. Rod's son [Kyle] had backed into his car in the driveway when he was attempting to pull out.","('Karen', 'Carl')",grandson,"brother(""Michael"", ""Carl""). brother(""Carl"", ""Michael""). daughter(""Kyle"", ""Unnamed""). father(""Unnamed"", ""Kyle""). son(""Unnamed"", ""Michael""). mother(""Michael"", ""Unnamed""). grandfather(""Carl"", ""Kyle""). grandson(""Kyle"", ""Carl""). father_in_law(""Karen"", ""Rod""). daughter_in_law(""Rod"", ""Karen""). son(""Rod"", ""Kyle""). father(""Kyle"", ""Rod"").",,husband-grandson,[]
3013,"[Kyle] went hunting with his son, [Henry]. [Amanda] loves painting with her father. His name is [Henry]. [Kyle] has a lovely granddaughter. [Amanda] is the name of his granddaughter. [Verdie] asked her father [Henry] to take her to school. [Henry] said he'd take her in a few minutes.","('Verdie', 'Kyle')",grandfather,"son(""Kyle"", ""Henry""). father(""Henry"", ""Kyle""). father(""Amanda"", ""Henry""). daughter(""Henry"", ""Amanda""). granddaughter(""Kyle"", ""Amanda""). grandfather(""Amanda"", ""Kyle""). father(""Verdie"", ""Henry""). daughter(""Henry"", ""Verdie"").",,father-father,['grandfather']
3014,"[Sarah] called her brother, [Benny], up to see how he was doing after surgery. [Sarah] went to brunch with her husband [Lonnie] and her mother [Kristen]. [Kristen] has an amazing son. Her son [Benny] is very talented.","('Lonnie', 'Kristen')",mother-in-law,"brother(""Sarah"", ""Benny""). husband(""Sarah"", ""Lonnie""). mother(""Sarah"", ""Kristen""). wife(""Lonnie"", ""Sarah""). daughter(""Kristen"", ""Sarah""). son(""Kristen"", ""Benny""). mother(""Benny"", ""Kristen"").",,wife-mother,['mother-in-law']
3015,"[Dionne]'s mom, [Kristen], has recently taken art classes. [Kristen] had a heart-to-heart conversation with her daughter [Sarah] about some things. [Karen] went to visit her grandmother, [Sarah], in the retirement home. [Karen] is ready to dye Easter eggs with [Kristen]!","('Dionne', 'Karen')",grandmother,"mother(""Dionne"", ""Kristen""). daughter(""Kristen"", ""Dionne""). daughter(""Kristen"", ""Sarah""). mother(""Sarah"", ""Kristen""). grandmother(""Karen"", ""Sarah""). granddaughter(""Sarah"", ""Karen"").",,mother-mother,[]
3016,[Drew]'s father's name is [Vernon]. [Shirley] is playing in the park with her son [Drew]. [Eric] is calling his sister [Shirley] to let her know it's going to start to rain. [Vernon] and his wife [Shirley] decided not to have kids.,"('Eric', 'Drew')",nephew,"father(""Drew"", ""Vernon""). son(""Vernon"", ""Drew""). son(""Shirley"", ""Drew""). mother(""Drew"", ""Shirley""). sister(""Eric"", ""Shirley""). brother(""Shirley"", ""Eric""). wife(""Vernon"", ""Shirley""). husband(""Shirley"", ""Vernon"").",,sister-son,['nephew']
3017,"[Drew] bought a new refrigerator for his mother [Shirley]. [Kristen] likes going to the mall with her aunt [Stacy]. [Shirley] wants to make a special meal for her daughter [Stacy]'s birthday. [Kristen] called [Shirley], her sister, to see if she wanted to go out to eat.","('Drew', 'Kristen')",aunt,"mother(""Drew"", ""Shirley""), son(""Shirley"", ""Drew""), aunt(""Kristen"", ""Stacy""), niece(""Stacy"", ""Kristen""), daughter(""Shirley"", ""Stacy""), mother(""Stacy"", ""Shirley""), sister(""Kristen"", ""Shirley""), sister(""Shirley"", ""Kristen"").",,mother-sister,['aunt']
3018,"[Michelle] adores her daughter [Theresa]. [Theresa] loves her very much, too. [Michelle] ca n't wait to see her favorite aunt [Shirley]. [Henry] built a playhouse for his daughter [Michelle], which was painted by his wife [Theresa].","('Theresa', 'Shirley')",sister,"daughter(""Michelle"", ""Theresa""). mother(""Theresa"", ""Michelle""). aunt(""Michelle"", ""Shirley""). niece(""Shirley"", ""Michelle""). daughter(""Henry"", ""Michelle""). father(""Michelle"", ""Henry""). wife(""Henry"", ""Theresa""). husband(""Theresa"", ""Henry"").",,daughter-aunt,"['sister', 'granddaughter']"
3019,"[Carl] took a vacation from his job to visit his mother [Robin] across the country for Mother's Day. [Allen] is a sibling of [Michael]. [Carl] needed his brother, [Allen], to help with a problem [Robin] took her son [Allen] to the mall to shop for school clothes.","('Carl', 'Michael')",brother,"son(""Robin"", ""Carl""). mother(""Carl"", ""Robin""). brother(""Allen"", ""Michael""). brother(""Michael"", ""Allen""). brother(""Carl"",""Allen""). brother(""Allen"",""Carl""). son(""Robin"", ""Allen""). mother(""Allen"", ""Robin"").",,brother-brother,['brother']
3020,[Darnell]'s dad [Henry] is the CEO of the company. [Darnell] and her sister [Michelle] decided to take a trip to Mexico together. [Verdie] loves spending time with her father. His name is [Henry]. [Darnell] braided his sister [Verdie]'s hair.,"('Michelle', 'Henry')",father,"father(""Darnell"", ""Henry""), son(""Henry"", ""Darnell""), sister(""Darnell"", ""Michelle""), brother(""Michelle"", ""Darnell""), father(""Verdie"", ""Henry""), daughter(""Henry"", ""Verdie""), sister(""Darnell"", ""Verdie""), brother(""Verdie"", ""Darnell"").",,brother-father,['father']
3021,"[Constance] has a sister named [Stacy] and a brother named [Andrew]. [Stacy] took her sister [Constance] out for dinner to celebrate her birthday. [Kyle] adores his granddaughter, [Constance]. She's his favorite.","('Kyle', 'Stacy')",granddaughter,"sister(""Constance"", ""Stacy""). brother(""Constance"", ""Andrew""). granddaughter(""Kyle"", ""Constance"").",,granddaughter-sister,['granddaughter']
3022,"[Andrew] feels left out when his mother, [Shirley], goes shopping with his wife, [Margaret]. He would prefer to spend time with the most important women in his life. [Drew]'s brother [Andrew] came over to help him renovate the kitchen. [Shirley], [Drew]'s mother, brought over a home-made lunch.","('Shirley', 'Margaret')",daughter-in-law,"mother(""Andrew"", ""Shirley""). son(""Shirley"", ""Andrew""). wife(""Andrew"", ""Margaret""). husband(""Margaret"", ""Andrew""). brother(""Drew"", ""Andrew""). mother(""Drew"", ""Shirley""). son(""Shirley"", ""Drew"").",,son-wife,['daughter-in-law']
3023,"[Sarah] took her mother, [Kristen], out for lunch. [Edward] took his daughter [Dionne] to school on his way to work. He called [Kristen], his wife, to let her know that he got to work. [Dionne] was excited for today, its her daughter's, [Kristen], spring break. She will finally get to see her.","('Sarah', 'Dionne')",sister,"mother(""Sarah"", ""Kristen""). daughter(""Kristen"", ""Sarah""). daughter(""Edward"", ""Dionne""). father(""Dionne"", ""Edward""). wife(""Edward"", ""Kristen""). husband(""Kristen"", ""Edward""). daughter(""Dionne"", ""Kristen""). mother(""Kristen"", ""Dionne"").",,mother-daughter,"['sister', 'grandmother']"
3024,"[Jeffery] and his brother [Benny] do n't get along very well, so [Jeffery], who is [Kyle]'s grandson, spends most of his time with [Kyle] instead. [Kristen]'s biggest accomplishment is raising her son [Benny]. [Kristen] was so glad to travel with her son, [Jeffery]. He made the trip enjoyable.","('Kyle', 'Benny')",grandson,"brother(""Jeffery"", ""Benny""). grandson(""Kyle"", ""Jeffery""). grandfather(""Jeffery"", ""Kyle""). son(""Kristen"", ""Benny""). mother(""Benny"", ""Kristen""). son(""Kristen"", ""Jeffery""). mother(""Jeffery"", ""Kristen"").",,grandson-brother,['grandson']
3025,"[Henry] found his daughter, [Amanda], drunk and alone on the bathroom floor. [Amanda] loves hanging out with her uncle [Vernon]. [Henry]'s daughter, [Michelle], was bored. So, she asked her sister [Amanda] to play with her.","('Henry', 'Vernon')",brother,"daughter(""Henry"", ""Amanda""). father(""Amanda"", ""Henry""). uncle(""Amanda"", ""Vernon""). niece(""Vernon"", ""Amanda""). daughter(""Henry"", ""Michelle""). father(""Michelle"", ""Henry""). sister(""Michelle"", ""Amanda""), sister(""Amanda"", ""Michelle"").",,daughter-uncle,['brother']
3026,"[Benny] went to the park with his father, [Edward]. [Jeffery]'s father, [Edward], became ill at work and requested that his daughter, [Sarah], pick him up from work. [Benny] always looked up to his big brother [Jeffery] and wanted to be just like him.","('Jeffery', 'Sarah')",sister,"father(""Benny"", ""Edward""). son(""Edward"", ""Benny""). father(""Jeffery"", ""Edward""). son(""Edward"", ""Jeffery""). daughter(""Edward"", ""Sarah""). father(""Sarah"", ""Edward""). brother(""Benny"", ""Jeffery""). brother(""Jeffery"", ""Benny"").",,father-daughter,['sister']
