id,story,query,target,f_comb
2871,"[Serena] was n't sure what to buy her brother [Carl] for his birthday. She decided to ask her mother, [Robin], for some advice. [Carl] asked his mother [Robin] to read to him. [Robin] was too busy. [Carl] and [Barbara] celebrated their one year anniversary of marriage today.","('Barbara', 'Robin')",mother-in-law,husband-mother
2872,"[Edward] is an engineer who loves to take his son [Lonnie] to the science museum to help him learn about the world [Eric] was adopted kid. He discovered last week that [Karen] is his mother. [Eric] got mad at his brother [Edward] after he stole his pretzels. [Eric] started to make [Lonnie] a sandwich for lunch,","('Edward', 'Karen')",mother,brother-mother
2873,"[Shirley] took her daughter [Constance] to the theme park. [Shirley]'s son, [Drew], did n't want to on roller coasters. [Drew] and his sister [Constance] were hoping for a snow day. [Andrew] took his sister [Constance] out to dinner for her birthday.","('Drew', 'Andrew')",brother,sister-brother
2874,"[Shirley] returned home from work to find her daughter Jesse asleep on the couch. Jesse's older brother [Drew] was doing his homework in his room. [Constance] called her mother [Shirley] to let her know she will be back home soon. [Shirley]'s son [Andrew] missed seeing his mother on the weekends. [Andrew] and his sister [Constance] walked to school together every day, since they only lived two blocks away from the school.","('Andrew', 'Drew')",brother,mother-son
2875,"[Arthur] brought home straight A's to his father [Eric]. [Michael] brought home straight C's to his father [Eric]. [Michael] went to the store with his brother, [Carl]. [Carl] and his father [Eric] played video games all day last Saturday.","('Michael', 'Arthur')",brother,father-son
2876,[Theresa] is the proud daughter of [Kyle]. [Theresa] also has a brother named [Edward]. [Kristen] and her husband [Edward] just had their 10th anniversary. [Edward]'s father [Kyle] is going to coach the team this year.,"('Kyle', 'Kristen')",daughter-in-law,son-wife
2877,"[Karen] braided the hair of her granddaughter [Christine]. [Christine]'s sister [Amanda] was hoping she would be next. [Theresa] took her daughter, [Christine], out to High Tea yesterday afternoon. [Theresa] took her daughter [Amanda] to school during the cold winter morning.","('Amanda', 'Karen')",grandmother,sister-grandmother
2878,[Henry] and his sister [Robin] went to the movies to watch the newest superhero flick. [Henry] took his daughter [Christine] to the movies [Henry] is proud of his son. His name is [John]. [John] and his sister [Christine] went to brunch today at the new diner.,"('Christine', 'Robin')",aunt,father-sister
2879,"[Dionne] is a sister of [Jeffery]. [Edward] 'daughter, [Dionne], just made it into grad school. [Dionne] loves visiting with her aunt [Shirley]. [Jeffery] played catch with his dad, [Edward]","('Edward', 'Shirley')",sister,daughter-aunt
2880,[Vernon] was making tacos with his son [Andrew]. [Andrew]'s sister [Constance] was mixing drinks. [Constance] and her husband [James] went to see [Constance]'s father [Vernon] for his birthday on Sunday.,"('James', 'Vernon')",father-in-law,wife-father
2881,"[Karen]'s mom, [Theresa] got ready for the party. [Theresa]'s mom, [Christine] got ready for the party. Worker: [Verdie] looks just like her grandmother, [Karen] did as a child. [Theresa]'s daughter, [Verdie], just graduated high school.","('Christine', 'Karen')",grandmother,mother-mother
2882,"[Shirley] gave her brother [Henry] a new sweater for Christmas. [Vernon] has been trying all day to reach his daughter [Constance] on the phone. [Shirley]'s mom, [Constance] got ready for the party. [Henry] is picking up his niece [Constance] from school today because her parents are both working.","('Vernon', 'Henry')",brother,daughter-uncle
2883,"[Eric] is a man with a son named [Arthur]. [Karen] loved to do things with her grandson [Carl], but not so much with his brother [Arthur] [Eric] was proud of his son, [Carl].","('Arthur', 'Karen')",grandmother,brother-grandmother
2884,"[Robin] went car shopping with her brother [Vernon]. [Henry] is a very hot guy, but his sister [Robin] is even more attractive. [Kyle] watched his son [Vernon] play catch. [Vernon] tossed the ball back and fourth with his brother [Henry].","('Kyle', 'Henry')",son,son-brother
2885,"[Kyle] took his daughter [Shirley] out for lunch one day. [Shirley] asked if she could bring her son [Andrew] and [Kyle] said okay. [Stacy] is watching t.v. with her mother [Shirley], and her brother [Andrew] wants icecream.","('Kyle', 'Andrew')",grandson,daughter-son
2886,[Karen] bought a new video game for her grandson [Arthur]. [Eric] is helping his son study. His name is [Arthur]. [Arthur] looked up to his older brother named [Michael]. [Michael] was very strong and quite brave and that's the reason [Arthur] admires him. [Karen] read her son [Eric] a bedtime story every night.,"('Karen', 'Michael')",grandson,grandson-brother
2887,"[Robin] took her sister [Kristen] out for dinner to celebrate her birthday. [Benny] and his brother [Lonnie] were rough-housing. [Kristen], [Lonnie]'s mother, called from the other room and told them to play nice. [Kristen] bought her son [Benny] a basketball for his birthday.","('Benny', 'Robin')",aunt,mother-sister
2888,"[Edward]'s sister, [Theresa], participated in the dance contest. [Edward] is taking his daughter [Dionne] out for lunch. [Theresa] likes going to the mall with her aunt [Dionne]. [Kyle] took his son [Edward] for boxing lessons. He felt the boy needed to toughen up.","('Kyle', 'Theresa')",daughter,son-sister
2889,"[Amanda] and her brother [John] are both adopted from the same family. [Henry] decided to give his son [John], for his birthday, the latest version of Apple watch. [Henry] loves his daughter [Verdie]. [Henry] 'daughter [Amanda] was a beautiful women. [Amanda] also adored her father [Henry]","('John', 'Verdie')",sister,father-daughter
2890,"[Carl] invited his grandmother, [Karen], and his brother, [Michael], to a live concert at the fairgrounds. [Eric] takes his son [Michael] to the movie theater. [Karen], [Michael]'s grandmother, waits for the two at home.","('Eric', 'Karen')",mother,son-grandmother
2891,"[Kyle] is taking his son [Henry] on a camping trip for the weekend. [Henry] took his daughter [Christine] to ballet class. [Christine] and her brother [John] sat down together to clip coupons. [John] asked his father, [Henry], to help him with his math homework. [Henry] could n't, because he was lousy at math himself.","('John', 'Kyle')",grandfather,father-father
2892,"[Christine] does n't always get along with her brother [John]. Sometimes they fight like siblings do. [Henry] went to dinner with daughter [Christine] and his father [Kyle]. [Henry] went on a roadtrip with his youngest child, [John].","('Kyle', 'Christine')",granddaughter,son-daughter
2893,[Benny]'s uncle [Vernon] loved hanging out with him. [Kristen] and her husband [Edward] took her son [Benny] to the store to pick out some sweets after dinner. [Edward] took his son [Benny] to school this morning because he missed the bus.,"('Edward', 'Vernon')",brother,son-uncle
2894,"[Henry] and his daughter [Christine] went shopping for [Christine]'s grandmother, [Karen]. [Henry] and his wife [Theresa] were going to pick up [Theresa]'s daughter [Christine].","('Henry', 'Karen')",mother,daughter-grandmother
2895,"[Henry]'s son, [John], was ill and needed to be picked up at school. [Henry] hurried to his side. [Karen] visited her son [Henry] at college. [Karen] and her husband [Kyle] took a cruise. [Kyle]'s son [Henry] watched their dogs while they were gone.","('Karen', 'John')",grandson,son-son
2896,"[Kristen] was so excited to learn that her son [Benny] got accepted into college. [Benny] has a sister that picks on him. Her name is [Dionne]. [Kristen] took her daughter [Dionne] to the mall. [Ronald], [Dionne]'s husband, stayed in the car.","('Kristen', 'Ronald')",son-in-law,daughter-husband
2897,"[Michael] and his father [Eric] played video games all day last Saturday. [Eric] was sitting in the stands as he watched his daughter [Serena] walk across the aisle and get her college diploma. [Eric] asked his mom [Karen] if she would bake him a cake. [Karen] told him she would n't, because [Eric] was getting fat and did n't need the extra calories. [Michael] and his sister [Serena] love to play video games.","('Michael', 'Karen')",grandmother,father-mother
2898,"[Drew] went to visit his sister [Stacy]. But [Stacy] was already hanging out with [Kyle] which is [Drew]'s grandfather. [Karen] and her husband, [Kyle], went to the doctor's office. They had to pick up [Stacy], [Kyle]'s granddaughter.","('Karen', 'Stacy')",granddaughter,husband-granddaughter
2899,"[Michael] went to the park with his father, [Eric]. [Eric] and his brother [Vernon] both played soccer. [Eric] was faster, but [Vernon] had a better shot, so they complemented each other well. [Eric] and his son [Arthur] went to the park to look for different kinds of birds. [Arthur]'s brother, [Michael], brought the car over to help him.","('Arthur', 'Vernon')",uncle,father-brother
2900,[Karen] took her grandson [Carl] to school. [Carl]'s sister [Serena] stayed home because she was suspended. [Kyle] was sitting poolside with his wife [Karen]. [Karen] went skiing with her favorite granddaughter [Serena].,"('Kyle', 'Serena')",granddaughter,wife-granddaughter
2901,"[Karen] likes to cut the hair of her daughter [Shirley]. [Shirley]'s sister [Kristen] went to beauty school and taught them all how to cut hair expertly. [Eric]'s sister, [Shirley], participated in the dance contest. [Karen]'s son, [Eric], went with her to the store to buy candy for Halloween.","('Karen', 'Kristen')",daughter,daughter-sister
2902,"[Theresa] loved to play dress-up with her daughter [Christine]. [Henry] is raising his daughter, [Christine] all by himself. [Christine] asked her grandfather [Kyle] how old he was. [Kyle] smiled, and told her he was only eighty-five. [Henry] is madly in love with his wife. Her name is [Theresa].","('Theresa', 'Kyle')",father,daughter-grandfather
2903,[Kyle] is retired and likes to ride his golf cart around the beach. His grandson [Andrew] stayed with him all summer and he loved riding in the golf cart. [Andrew] and his sister [Constance] stood in line at the fair. [Andrew] went with his sister [Stacy] to get groceries and [Stacy]'s sister [Constance] went with them.,"('Constance', 'Kyle')",grandfather,brother-grandfather
2904,[Serena] and her brother [Arthur] went to the movies together. [Eric] took his daughter [Serena] to the movies [Eric] was wondering where his son [Carl] was. After some investigation he found out [Carl] was playing soccer with his sister [Serena].,"('Arthur', 'Eric')",father,sister-father
2905,"[Theresa] and her sister [Kristen] were fighting. They never fight long though, and they made up the next day. [Theresa] has a son called [John]. Each day they go to the park after school. [Amanda] was furious with [John], her brother, since he cancelled the family trip. [Amanda]'s Mom, [Theresa], was heartbroken the trip would n't take place.","('Kristen', 'John')",nephew,sister-son
2906,"[Kyle] took his grandson [Lonnie] to the concert. [Lonnie]'s father [Edward] showed up later on into the concert. [Edward]'s son, [Jeffery], went to the candy store. [Jeffery]'s brother, [Lonnie], went with him.","('Edward', 'Kyle')",father,son-grandfather
