id,story,query,target,parse,gender,f_comb
2602,"[Amanda] took her brother [John] to work Monday because his car was in the shop getting a tune up. [Henry] is happy that his daughter is doing so well. Her name is [Amanda]. [John] warned his wife, [Michelle], that his father, [Henry], would unexpectedly be joining them for dinner.","('Michelle', 'Henry')",father-in-law,"brother(""Amanda"", ""John""). sister(""John"", ""Amanda""). daughter(""Henry"", ""Amanda""). father(""Amanda"", ""Henry""). wife(""John"", ""Michelle""). husband(""Michelle"", ""John""). father(""John"", ""Henry""). son(""Henry"", ""John"").",,husband-father
2619,"[Kyle] took his daughter [Kristen] to see a movie. [Kristen]'s sister [Robin] was sad because she was grounded and was not allowed to go. [Robin] and her husband [Eric], often argue. [Kyle] is concerned about his daughter, and often tells [Robin] to consider a divorce.","('Kyle', 'Eric')",son-in-law,"daughter(""Kyle"", ""Kristen""). father(""Kristen"", ""Kyle""). sister(""Kristen"", ""Robin""). husband(""Robin"", ""Eric""). wife(""Eric"", ""Robin""). daughter(""Kyle"", ""Robin""). father(""Robin"", ""Kyle"").",,daughter-husband
2632,"[Benny] took his mother, [Kristen], and his sister, [Dionne], to the store. [Dionne] is making Thanksgiving dinner for her mother [Kristen] and her husband, [Ronald].","('Ronald', 'Kristen')",mother-in-law,"mother(""Benny"", ""Kristen""). son(""Kristen"", ""Benny""). sister(""Benny"", ""Dionne""). brother(""Dionne"", ""Benny""). wife(""Dionne"", ""Ronald""). husband(""Ronald"", ""Dionne"").",,wife-mother
2638,[Stacy] loves to visit her Uncle [Eric] on his farm. [Vernon] took his brother [Eric] to Las Vegas to go gambling. [Stacy]'s father [Vernon] is taking her to a movie because she got good grades. [Eric] took her daughter [Lisa] for ice cream.,"('Vernon', 'Lisa')",niece,"uncle(""Stacy"", ""Eric""). niece(""Eric"", ""Stacy""). brother(""Vernon"", ""Eric""). brother(""Eric"", ""Vernon""). father(""Stacy"", ""Vernon""). daughter(""Vernon"", ""Stacy""). daughter(""Eric"", ""Lisa""). father(""Lisa"", ""Eric"").",,brother-daughter
2663,[Kristen] made a pizza for her son [Lonnie] and his brother [Jeffery]. [Jeffery]'s wife [Patty] and his mother [Kristen] went tanning on the beach last weekend.,"('Patty', 'Kristen')",mother-in-law,"son(""Kristen"", ""Lonnie""). mother(""Lonnie"", ""Kristen""). brother(""Lonnie"", ""Jeffery""). wife(""Jeffery"", ""Patty""). husband(""Patty"", ""Jeffery""). mother(""Jeffery"", ""Kristen""). son(""Kristen"", ""Jeffery"").",,husband-mother
2666,"[Shirley] gets along with her brother [Henry] better than her sister [Robin]. [Robin] and her daughter, [Lisa], were having a dispute over money. [Robin]'s brother, [Henry], advised them both to just forget about it.","('Henry', 'Lisa')",niece,"brother(""Shirley"", ""Henry""). sister(""Shirley"", ""Robin""). sister(""Robin"", ""Shirley""). brother(""Robin"", ""Henry""). daughter(""Robin"", ""Lisa""). mother(""Lisa"", ""Robin""). brother(""Henry"", ""Robin""). sister(""Henry"", ""Shirley"").",,sister-daughter
2677,[Shirley] spent the day at the beach with her husband [Vernon] and her daughter [Stacy]. [Vernon] went to visit his brother [Henry] yesterday and his daughter [Stacy] wanted to come along. He told her no because she needed to get her homework done.,"('Henry', 'Stacy')",niece,"husband(""Shirley"", ""Vernon""). wife(""Vernon"", ""Shirley""). daughter(""Shirley"", ""Stacy""). mother(""Stacy"", ""Shirley""). daughter(""Vernon"", ""Stacy""). father(""Stacy"", ""Vernon""). brother(""Vernon"", ""Henry""). brother(""Henry"", ""Vernon"").",,brother-daughter
2680,"[Karen]'s grandmother [Barbara] is baking a very special dessert for her. [Karen] and [Kyle] were talking about where they went on their honeymoon. [Karen] told [Kyle] she wants to go back to the same resort one day. [Barbara] and her sister, [Marlene] went to the mall to shop for a gift for [Marlene]'s grandmother, [Karen].","('Kyle', 'Barbara')",granddaughter,"grandmother(""Karen"", ""Barbara""). granddaughter(""Barbara"", ""Karen""). husband(""Karen"", ""Kyle""). wife(""Kyle"", ""Karen""). sister(""Barbara"", ""Marlene""). aunt(""Marlene"", ""Karen"").",,wife-granddaughter
2685,"[Kristen] and [Edward] were talking about where they went on their honeymoon. [Kristen] told [Edward] she wants to go back to the same resort one day. [Karen]'s daughter Paula went to law school. Paula's brother [Edward] ended up working in a fast food restaurant. [Kyle] is frustrated teaching his son how to drive. His son is [Edward]. [Kyle] woke up and said hello to his wife, [Karen].","('Kyle', 'Kristen')",daughter-in-law,"wife(""Kyle"", ""Karen""). husband(""Karen"", ""Kyle""). son(""Kyle"", ""Edward""). father(""Edward"", ""Kyle""). daughter(""Karen"", ""Paula""). mother(""Paula"", ""Karen""). brother(""Paula"", ""Edward"").",,son-wife
2702,"[Stacy] and [Casey] were shopping in the department store for clothes for their kids. Both of them needed to use the bathroom. They found the restroom signs, and [Casey] identified the male sign and went into the male bathroom. [Stacy] than identified the female sign on the stahl, and went to the bathroom there. [Drew] took his sister [Stacy] out to dinner for her birthday. [Shirley]'s son [Drew] missed seeing his mother on the weekends. [Shirley] took her daughter [Stacy] to the store to find her some new boots for the cold winter weather.","('Casey', 'Shirley')",mother-in-law,"son(""Shirley"", ""Drew""). mother(""Drew"", ""Shirley""). daughter(""Shirley"", ""Stacy""). mother(""Stacy"", ""Shirley""). sister(""Drew"", ""Stacy""). brother(""Stacy"", ""Drew"").",,wife-mother
2715,"[Eric] took his daughter [Lisa] to school Monday. [Lisa]'s sister [Serena] was already there because she got a ride with one of her friends. [Eric] and his daughter, [Serena], went to the bank. [Allen], [Serena]'s husband, went with them.","('Eric', 'Allen')",son-in-law,"father(""Lisa"", ""Eric""). daughter(""Eric"", ""Lisa""). sister(""Lisa"", ""Serena""). father(""Serena"", ""Eric""). daughter(""Eric"", ""Serena""). husband(""Serena"", ""Allen""). wife(""Allen"", ""Serena"").",,daughter-husband
2732,"[Kristen] loves her brother [Eric]. [Jeffery] asked his son, [Edward], to help paint his house. [Kristen] decided to take her son [Jeffery] out to have Mexican food for Dinner. [Jeffery] enjoyed spending time with his mother. [Jeffery]'s uncle, [Eric], was being very loud at the dinner table.","('Edward', 'Eric')",brother,"brother(""Kristen"", ""Eric""). sister(""Eric"", ""Kristen""). son(""Jeffery"", ""Edward""). father(""Edward"", ""Jeffery""). son(""Kristen"", ""Jeffery""). mother(""Jeffery"", ""Kristen""). uncle(""Jeffery"", ""Eric""). nephew(""Eric"", ""Jeffery"").",,son-uncle
2733,[Drew] loves to dance with his wife. Her name is [Raquel]. [James] is [Drew]'s Brother. [James]'s mother [Shirley] baked brownies for dessert after they had dinner. [Drew] bought a new refrigerator for his mother [Shirley].,"('Raquel', 'Shirley')",mother-in-law,"wife(""Drew"", ""Raquel""). husband(""Raquel"", ""Drew""). brother(""Drew"", ""James""). mother(""James"", ""Shirley""). son(""Shirley"", ""James""). mother(""Drew"", ""Shirley""). son(""Shirley"", ""Drew"").",,husband-mother
2734,[Theresa] took her daughter [Verdie] to see her very first ballet performance. [Verdie] is very much in love with her husband. His name is [Eddie]. [Verdie] loves her brother [John]. [John] looks to his loving mother [Theresa] for guidance in with his math homework.,"('Eddie', 'Theresa')",mother-in-law,"daughter(""Theresa"", ""Verdie""). mother(""Verdie"", ""Theresa""). husband(""Verdie"", ""Eddie""). wife(""Eddie"", ""Verdie""). brother(""Verdie"", ""John""). sister(""John"", ""Verdie""). mother(""John"", ""Theresa""). son(""Theresa"", ""John"").",,wife-mother
2736,"[Dionne] gave her brother [Lonnie] a new sweater for Christmas. [Edward] took his daughter [Dionne] to the zoo for her birthday. Then they went to go get some ice cream. [Sarah] and [Lonnie] [Edward] loved teaching his son, [Lonnie], baseball.","('Edward', 'Sarah')",daughter-in-law,"brother(""Dionne"", ""Lonnie""), sister(""Lonnie"", ""Dionne""). daughter(""Edward"", ""Dionne""). father(""Dionne"", ""Edward""). son(""Edward"", ""Lonnie""). father(""Lonnie"", ""Edward"").",,son-wife
2737,"[Henry] invited his nephew, [Carl] to the baseball game. [Henry]'s daughter, [Christine], has never gotten along well with his sister [Robin]. [Robin] has a son called [Carl]. Each day they go to the park after school.","('Robin', 'Christine')",niece,"nephew(""Henry"", ""Carl""), uncle(""Carl"", ""Henry""). daughter(""Henry"", ""Christine""), father(""Christine"", ""Henry""). sister(""Henry"", ""Robin""), brother(""Robin"", ""Henry""). son(""Robin"", ""Carl""), mother(""Carl"", ""Robin"").",,brother-daughter
2745,"[Eric] is a good character in the society, He has daughter namely called [Lisa], He does not any expect from others. Also he is sports man. But due to family situation unable to participate in competition, Finally his daughter after some years won in that competition. so he proud bu his daughter [Eric] was happy that his son [Carl] was doing well in college. [Arthur] fell in love with [Lisa] at first sight and soon after they wed. [Carl]'s sister, [Lisa], was so happy to have him home. He was home from college.","('Eric', 'Arthur')",son-in-law,"daughter(""Eric"", ""Lisa""). son(""Eric"", ""Carl""). wife(""Arthur"", ""Lisa""). husband(""Lisa"", ""Arthur""). sister(""Carl"", ""Lisa""). brother(""Lisa"", ""Carl"").",,daughter-husband
2759,"Last night, [Robin] went out with her sister [Theresa], accompanied by [Robin]'s daughter [Serena]. [Lisa] and her mother [Robin] had a coffee date, and [Lisa]'s sister [Serena] showed up in the middle of it.","('Theresa', 'Serena')",niece,"sister(""Robin"", ""Theresa""). sister(""Theresa"", ""Robin""). daughter(""Robin"", ""Serena""). mother(""Serena"", ""Robin""). mother(""Lisa"", ""Robin""). daughter(""Robin"", ""Lisa""). sister(""Lisa"", ""Serena""). sister(""Serena"", ""Lisa"").",,sister-daughter
2785,[Andrew]'s dad [Vernon] is the CEO of the company. [Andrew] went to the baseball game with his brother [Drew]. [Vernon] and his son [Drew] went to the park to look for different kinds of birds. [Andrew] is making a very special present for his wife [Margaret].,"('Margaret', 'Vernon')",father-in-law,"father(""Andrew"", ""Vernon""). son(""Vernon"", ""Andrew""). brother(""Andrew"", ""Drew""). son(""Vernon"", ""Drew""). father(""Drew"", ""Vernon""). wife(""Andrew"", ""Margaret""). husband(""Margaret"", ""Andrew"").",,husband-father
2796,"[Theresa] recently went on a trip to visit her niece [Dionne]. [Kristen]'s daughter, [Dionne], asked her mom to read her a story. [Theresa] and her sister [Kristen] went shopping at the mall. [Theresa]'s daughter [Verdie] stayed home to study.","('Kristen', 'Verdie')",niece,"niece(""Theresa"", ""Dionne""). aunt(""Dionne"", ""Theresa""). daughter(""Kristen"", ""Dionne""). mother(""Dionne"", ""Kristen""). sister(""Theresa"", ""Kristen""). sister(""Kristen"", ""Theresa""). daughter(""Theresa"", ""Verdie""). mother(""Verdie"", ""Theresa"")",,sister-daughter
2798,"[Serena] took her father [Eric] out to dinner for Father's Day. [Arthur] asked his father [Eric] if he could borrow some money. [Serena] borrowed some money from her brother [Arthur]. [Allen] enjoys the company of his wife, [Serena], in the evenings.","('Allen', 'Eric')",father-in-law,"father(""Serena"", ""Eric""). Daughter(""Eric"", ""Serena""). father(""Arthur"", ""Eric""). son(""Eric"", ""Arthur""). brother(""Serena"", ""Arthur""). sister(""Arthur"", ""Serena""). wife(""Allen"", ""Serena""). husband(""Serena"", ""Allen"").",,wife-father
2802,"[Shirley] took her son, [Andrew], to the movie theater for his birthday. [Drew] is a factory worker. He has a wonderful sister by the name of [Stacy]. [Shirley] loved to care for her newborn child [Drew]. [Drew] and his brother [Andrew] went to see a baseball game on Friday and had a great time.","('Shirley', 'Stacy')",daughter,"son(""Shirley"", ""Andrew""). mother(""Andrew"", ""Shirley""). sibling(""Drew"", ""Stacy""). sibling(""Stacy"", ""Drew""). child(""Shirley"", ""Drew""). mother(""Drew"", ""Shirley""). brother(""Drew"", ""Andrew""). brother(""Andrew"", ""Drew"").",,son-sister
2804,[Barry] and his wife [Amanda] were excited to go to dinner with his mother [Theresa]. [Theresa] and her daughter [Christine] went to the park. [Christine] did not invite her brother [Barry] to go to the park.,"('Amanda', 'Theresa')",mother-in-law,"wife(""Barry"", ""Amanda""). husband(""Amanda"", ""Barry""). mother(""Barry"", ""Theresa""). son(""Theresa"", ""Barry""). daughter(""Theresa"", ""Christine""). mother(""Christine"", ""Theresa""). brother(""Christine"", ""Barry"").",,husband-mother
2818,"[Karen] went to visit her grandmother, [Serena], in the retirement home. [Eric] was taking his daughter [Marlene] to the mall to buy some new shoes. [Serena], [Marlene]'s sister, was glad because she finally had the house all to herself for a few hours. [Eric] loves his daughter [Serena].","('Eric', 'Karen')",mother,"grandmother(""Karen"", ""Serena""). granddaughter(""Serena"", ""Karen""). daughter(""Eric"", ""Marlene""). father(""Marlene"", ""Eric""). sister(""Marlene"", ""Serena""). sister(""Serena"", ""Marlene""). daughter(""Eric"", ""Serena""). father(""Serena"", ""Eric"").",,daughter-grandmother
2830,"[Lonnie] braided his sister [Dionne]'s hair. [Edward] drove his daughter [Dionne] to school yesterday because she missed the bus. [Lonnie] and his wife [Sarah] made fresh bread for lunch. [Edward], [Lonnie]'s father, came over and brought salad to share.","('Sarah', 'Edward')",father-in-law,"sister(""Lonnie"", ""Dionne""). brother(""Dionne"", ""Lonnie""). daughter(""Edward"", ""Dionne""). father(""Dionne"", ""Edward""). wife(""Lonnie"", ""Sarah""). husband(""Sarah"", ""Lonnie""). father(""Lonnie"", ""Edward""). son(""Edward"", ""Lonnie"").",,husband-father
2835,"[Constance] is the happy daughter of her adoring father [Vernon]. [Henry] decided to take his son, [John], on a ski vacation. [Vernon] went with his nephew [John] to the gas station, they both had to use the men's restroom. [Henry] is a man with a brother named [Vernon].","('Henry', 'Constance')",niece,"daughter(""Vernon"", ""Constance""). father(""Constance"", ""Vernon""). son(""Henry"", ""John""). father(""John"", ""Henry""). nephew(""Vernon"", ""John""). uncle(""John"", ""Vernon""). brother(""Henry"", ""Vernon""). brother(""Vernon"", ""Henry"").",,brother-daughter
2839,"[Vernon] is so proud of his son. [Andrew] is the son's name. [Casey] and [Stacy] celebrated their one year anniversary of marriage today. [Vernon] and his daughter, [Stacy] go to concerts every week. [Andrew] and his sister [Stacy] went to the park.","('Vernon', 'Casey')",son-in-law,"son(""Vernon"", ""Andrew""). father(""Andrew"", ""Vernon""). wife(""Casey"", ""Stacy""). husband(""Stacy"", ""Casey""). daughter(""Vernon"", ""Stacy""). father(""Stacy"", ""Vernon""). sister(""Andrew"", ""Stacy""). brother(""Stacy"", ""Andrew"").",,daughter-husband
2840,[Christine] and her mother [Theresa] planned a surprise birthday party for [Christine]'s husband [Darnell]. [Theresa] made a pie for her daughter [Verdie]. [Verdie]'s sister [Christine] really enjoyed it.,"('Darnell', 'Theresa')",mother-in-law,"mother(""Christine"", ""Theresa""). daughter(""Theresa"", ""Christine""). husband(""Christine"", ""Darnell""). wife(""Darnell"", ""Christine""). daughter(""Theresa"", ""Verdie""). mother(""Verdie"", ""Theresa""). sister(""Verdie"", ""Christine""). sister(""Christine"", ""Verdie"").",,wife-mother
